facility_uid,facility_code,state_unique_id,registration_no,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,facility_level_option,physical_location,longitude,latitude,phone_number,email_address,website,ooperational_days,operational_hours,operation_status,registration_status,license_status,doctors,nurses,midwives,beds
22637685,24/17/1/1/2/0003,24 17 12 0109,,2014-07-05,Abodunrin Medical Centre,Lagos,Ojo,Private,For Profit,Secondary,,"6 Igbede Road, Ajangbadi",3.17832,6.47122,0802-321-8759,abodunrinmedicalcentre@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,,,8
54927868,24/17/1/2/2/0197,,,2014-01-03,BMC Medical Centre,Lagos,Ojo,Private,For Profit,Secondary,,3 olatunji street Sabo ojo,3.18767,6.46107,0810-904-1030,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Operational,Registered,Licensed,2,,2,8
60131341,24/17/1/1/2/0009,,,,Capem Faith Clinic,Lagos,Ojo,Private,,Primary,,,3.14059000000003,6.46571000000006,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
19799726,24/17/1/1/2/0010,24 17 12 0052,,2007-02-07,Crown of Glory Hospital,Lagos,Ojo,Private,For Profit,Secondary,,Igbede Road Ilemba Ajangbadi,3.171531,6.468659,0805-521-6939,crownofgloryhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,,,5
13773357,24/17/1/1/2/0024,,,,Gods Mercy Maternity Home,Lagos,Ojo,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
38469696,24/17/1/1/1/0005,24 17 11 0118,,2020-01-10,Igbede Primary Health Centre,Lagos,Ojo,Public,Local Government,Primary,Primary Health Center,"1 Omo Ajero Street, Area Office Igbede",3.16274,6.45243,0805-595-3669,,,"Monday,Tuesday,Wednesday,Thursday,Friday",08:00AM _ 0,Operational,Registered,Licensed,,1,1,5
52478163,24/17/1/1/2/0038,24 17 12 0128,2566081,2010-10-06,More Grace Maternity,Lagos,Ojo,Private,For Profit,Secondary,,30 Ojo Igbede Road Ojo Alaba,3.190309,6.460216,0802-624-7365,moregracematernity@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,,1,1,4
42745573,24/17/1/1/2/0040,24 17 12 0116,,2002-03-02,Mutcare Maternity Clinic,Lagos,Ojo,Private,For Profit,Secondary,,"5 Baba Superior Street, Igbede New Site.",3.17269,6.44964,0802-816-3745,audurodiat@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,,,6
23968124,24/17/1/2/2/0030,24 17 12 0146,,1998-05-05,Oscar Hospital,Lagos,Ojo,Private,For Profit,Secondary,,Mazi Nzuogu Street Igbede,3.17249,6.45058,0806-456-4202,oscarhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,,,8
77469324,24/17/1/2/2/0025,,,,Sabo Crown Hospital,Lagos,Ojo,Private,,Secondary,,,3.17272949200003,6.46209716800007,,,,,,Operational,Unknown,Unknown,,,,
70840335,24/17/1/1/2/0051,,,,Shollylad Maternity Home,Lagos,Ojo,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
31285634,24/17/1/2/2/0031,,,,Tender Care Hospital,Lagos,Ojo,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
82194316,24/18/1/1/2/0018,0019,,2011-06-01,Chellarams House Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,110/114 OSHODI APAPA EXPRESS WAY,3.33525,6.53832,0807-119-0194,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HOURS,Operational,Registered,Licensed,1,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,
28234084,24/18/1/1/2/0020,0025,,1977-06-02,Comfort Nursing And Maternity Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"33,SEINDE CALLISTO LAYOUT OSHODI",3.34309,6.55445,0902-000-5729,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,2,11
19962520,24/18/1/1/2/0049,HEF121536,RC196416,1996-02-05,High Rock Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,38 Afariogun Street Oshodi,3.33887,6.55191,0809-191-9190,hr.fetalmed@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,1,,5
41177894,24/18/1/2/2/0030,,,2000-09-10,Petros Foundation Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"20, Seinde Calisto Crescent, Charity, Oshodi, Oshodi/Isolo",3.34272,6.55341,0802-329-6237,petrosfoundation@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,2,1,10
62836787,24/18/1/1/2/0163,,,2021-10-10,A S New Convenant,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,"1, Jubril Olabisi Street Ejigbo",,,0803-699-4532,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,,,2,2,1,8
39185524,24/18/1/1/2/0001,2536,BN 2876667,2009-03-12,De Igarra Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"1, Jubril Olabisi Street Ejigbo, Oshodi/Isolo",3.30491,6.52964,0803-699-4532,erusdoctor@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,1,,6
17037152,24/18/1/1/2/0021,0151,117126,2005-02-04,De-Godwin Convalescent Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,25 Fayemi Street Ejigbo,7.27771,5.67583,0803-390-8101,aremubello05@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,1,,7
54490757,24/18/1/1/2/0026,0124,,2017-02-11,Ejigbo Primary Health Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Center,"38,Lafenwa Street  Mosalashi Ejigbo Oshdoi Lagos",3.30402,6.55293,0909-933-2240,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8HOURS,Operational,Registered,Licensed,,,,2
52452291,24/18/1/1/1/0146,121736,,2012-12-08,Fountain of Health Medical Center,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"17, Olayinka Omiyale  Street Ejigbo",3.34763,6.55674,0803-302-8590,fountain_health@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,6,1,9
81745898,24/18/1/1/2/0037,0043,RC768806,2004-02-06,Gladsom Maternity Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,108 Idimu Road Ejigbo Oshodi Lagos,3.29545,6.56046,0803-324-8916,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,,1,,5
26885164,24/18/1/1/2/0150,01324,BN2327318,2019-01-03,Medibam Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,8 Jubril Olabisi Street Ejigbo,3.30304,6.55538,0703-849-2748,medibam@rocketmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Provisionally Registered,Licensed,3,,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,
46326023,24/18/1/1/2/0164,,,2019-01-19,Ogooluwakintan Nursing Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,"1, ogooluwa close, off segun awolowo Street, Ejigbo",,,0814-529-2626,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,,,1,1,1,6
48270298,24/18/1/1/2/0083,2411,RC437740,2007-05-05,S.S  Memorial Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,49 Idimu Ejigbo oshodi Lagos,3.30211,6.55541,0803-454-2447,ihenachochrist@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,,7
43711089,24/18/1/1/2/0082,0145,CAC/IT/NO 1593,2004-04-10,SoS Social Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Clinic,"29/31 Disu Aina Efon Str. Ejigbo, Oshodi/Isolo",3.29697,6.55648,0810-725-0702,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,,,,3
14702715,24/18/1/1/2/0058,,,1994-01-02,Iyana Ejigbo Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Center,Iyana Ejigbo B/stop oshodi Lagos,3.29976,6.54051,0802-321-6957,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,4,2,10,6
87583688,24/18/1/1/2/0005,0049,,2008-04-02,Ajao Primary Health Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Center,"44, Fatai Irawo Str, Ajao Estate, Oshodi/Isolo",3.32428,6.55169,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,,,,8
14909779,24/18/1/2/2/0010,121827,RC 269,1986-11-02,Faith City Hospital Limited,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"16, Asa Afariogun Str. Ajao Estate, Oshodi/Isolo",3.32882,6.55668,0808-225-2996,faithcitylagos@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,12,7,5,28
64361882,24/18/1/1/2/0042,0048,LAZ 105522,2001-09-02,Goodseed Specialist Clinics,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"42, Lateef Salami Street Ajao Estate Isolo, Oshodi/Isolo",3.32838,6.54899,0805-143-8552,goodseedclinics5@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,2,,12
43880990,24/18/1/1/2/0045,0053,RC215041,1999-01-05,Healing Field Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,1 Ajibade Oke street Ajao,3.32303,6.52041,0805-531-3565,healingfieldclinic@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,6,,,10
27216760,24/18/1/1/2/0048,HEF/211823,RC869210,1994-01-01,Heda Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,2 Nwabueze Close Off Princess Aina Jegede Close Ajao Estate,3.32480,6.54582,0818-014-2447,hedahospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,3,1,,8
83225264,24/18/1/1/2/0100,,BN2659841,2016-06-03,House Of Julius Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,57 Muhammed Intl Airport Rd Ajao Estate,3.32645,6.55285,0809-205-1766,houseofjuliushospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,2,1,10
,,,,,,,,,,,,,,,,,,,,,,,,,,
81017476,24/18/1/2/2/0013,0049,,1995-11-01,Jacob Memorial Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,29 Fatai Irawo Street,3.32593,6.54973,0905-393-4607,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,,9
52619551,24/18/1/1/2/0060,HEF/121359,RC64909,1984-05-08,Kupa Medical Centre Ltd,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,6 Olabode Street Ajao Estate Isolo Lagos,3.33264,6.54972,0813-634-2021,edom.jacinta@kupamedicals.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,7,,,37
82185259,24/18/1/1/2/0056,00176,,2017-12-05,Isolo Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Center,201 Mushin Rd Ishaga Oshodi/Isolo,3.32073,6.52877,0802-283-4384,kemiregina@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HOURS,Operational,Registered,Licensed,,1,,1
47200756,24/18/1/2/2/0041,0086,RC0000847,1979-01-06,Tinu Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,86 Mushin Road Isolo,3.32382,6.52861,0818-574-5932,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,,10
34851173,24/18/1/1/2/0010,00172,,2007-04-09,Anointed Christ Power Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,20 Adekunle Street Isolo,3.32663,6.53404,0803-230-8129,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Unknown,Unknown,2,1,1,4
67714644,24/18/1/1/2/0064,,,,Lsdpc,Lagos,Oshodi/Isolo,Private,,Primary,,,3.33110000000005,6.53118000000006,,,,,,Operational,Unknown,Unknown,,,,
25898535,24/18/1/2/2/0025,,,2010-12-28,Newline Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Secondary,,,6.53089,3.88378,,,,,,Operational,Unknown,Unknown,,,,
71664304,24/18/1/1/1/0146,,,2007-01-02,Olu Adeyemi Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.53641,3.88314,,,,,,Operational,,,,,,
61389165,24/10/1/2/2/0032,HEF/121809,RC121807,1986-01-01,St Emmanuel Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,2 Bola Ademuyiwa Street isolo,3.32887,6.53821,0813-366-2233,info@stemmanuelhospital.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,6,,,27
42856820,24/18/1/1/2/0002,221839,035381,1997-05-12,Ago Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"6, Oyinlola Close, Ago Palace Way, Oshodi/Isolo",3.31798,6.51425,0818-305-7999,agomedicalcentre@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,4,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,
25890883,24/18/1/1/2/0099,0167,,2000-01-01,Apena Primary Health Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Center,3B GBAGBANLA ALI DADA B/S AGO OKOTA,3.31355,6.50894,0808-213-5230,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HOURS,Operational,Registered,Licensed,,,,1
19621530,24/18/1/2/2/0011,,,2022-12-04,Healing Cross Hospital,Lagos,Oshodi/Isolo,Private,Not For Profit,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
51916782,24/18/1/2/2/0015,HEF 221076,,2015-01-01,Jokodola Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Secondary,,5 Fola Ojikutu Street Ago Okota Oshodi Lagos,3.37924,6.52443,0703-054-0317,jokodolahospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,,,7
47411059,24/18/1/1/2/0157,121241,RC 318672,1997-01-07,Samaria Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,,3.31134,6.51032,0809-169-3281,samariahospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,4,1,10
65500208,24/18/1/2/2/0037,0042,,1989-07-12,St Raphael Hospital Limited,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,CENTURY B/STOP,3.31625,6.49601,0813-847-4576,straphealhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,3,,5,16
69082957,24/18/1/2/2/0038,221075,RC 1214137,2020-01-15,Syd-Monic Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"6, Moshobolaje Street, Ago Palace, Oshodi/Isolo",3.31407,6.50926,0802-953-5376,syd_momichospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,3,,8
59719248,24/18/1/2/2/0002,,,,Azar Plus Hospital,Lagos,Oshodi/Isolo,Private,,Secondary,,,3.34222162963862,6.56824957546643,,,,,,Operational,Unknown,Unknown,,,,
78916321,24/18/1/1/1/0162,,,2022-01-03,Ogundele Primary Health Centre,Lagos,Oshodi/Isolo,Public,Local Government,Primary,,Ogundele  Street behind Ogundele Primary School,,,0803-358-4564,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8am -4pm,Operational,Not Applicable,Not Applicable,,,2,10
58366892,24/18/1/1/2/0101,117342,,2010-09-11,Ajifat Convalescent Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"17, Folawewo Street, Orilowo-Ejigbo, Oshodi/Isolo",3.29482,6.56755,0805-655-6292,shuaibtoyin33@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,,,6
36971972,24/18/1/1/2/0007,,,,Akingbogun Good Hope Maternity,Lagos,Oshodi/Isolo,Private,,Primary,,,3.30352783200004,6.54669189500004,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
24697455,24/18/1/2/2/0050,,,2005-05-06,Charis-Med Hospital,Lagos,Oshodi/Isolo,Private,Not For Profit,Secondary,,,6.52127,3.88350,,,,,,Operational,Unknown,Unknown,,,,
84811805,24/18/1/1/2/0030,,BN2156102,1996-03-10,Faith Convalescent Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,416 Segun Awolowo Street Ejigbo Lagos,3.29014,6.55046,0803-330-8249,olajideolalekan85@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,,,6
58051986,24/18/1/1/2/0069,,,,Niyem Maternity,Lagos,Oshodi/Isolo,Private,,Primary,,,3.30162000000007,6.55008000000004,,,,,,Operational,Unknown,Unknown,,,,
67042919,24/18/1/1/2/0091,0014,BN 2060519,2020-01-16,Testimony Medical Center,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"2, Folawewo Street Ejigbo, Oshodi/Isolo",3.30238,6.55222,0802-331-4955,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,1,,9
85321115,24/18/1/2/2/0042,,,,Tokem Hospital,Lagos,Oshodi/Isolo,Private,,Secondary,,,3.30142000000006,6.55634000000003,,,,,,Operational,Unknown,Unknown,,,,
14955992,24/18/1/2/2/0005,00181,BN 2333243,2013-01-04,Bosun Clinic & Maternity  Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"5, Kazeem Street Ejigbo, Oshodi /Isolo",3.30726,6.54799,0803-474-8427,bosunclinic@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,,2,,6
59998773,24/18/1/1/2/0156,00185,BN 2465907,2018-01-06,Light Shade Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"2, Otasunmi Street Ejigbo, Oshodi/Isolo",3.29959,6.54314,0806-077-7760,tundex2309@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Pending Registration,Not Licensed,1,2,,8
84926419,24/18/1/1/2/0065,HEF/111232,LAZ063358,2013-03-08,M.B Ige Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,10B YUSUF STREET EJIGBO,3.29976,6.54687,0802-347-0501,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,1,,2
76232072,24/18/1/1/2/0072,187,,2011-07-07,Onaiwamimo Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Center,Ori Oke,3.30988,6.51106,0815-748-0646,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,,,,2
17971521,24/18/1/1/1/0146,121428,RC 964843,2017-01-01,Osborn Medical LTD,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"10, Jumoke Eyitayo Street Ejigbo, Oshodi /Isolo",3.29625,6.53924,0803-353-3422,osborhospital10@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,1,1,18
,,,,,,,,,,,,,,,,,,,,,,,,,,
22055661,24/18/1/1/2/0080,,,2007-01-26,Siloan Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.54337,3.88361,,,,,,Operational,Unknown,Unknown,,,,
48923365,24/18/1/2/2/0039,00136,RC 121670,2005-12-09,The Green Pastures Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"7, Afolabi Obe Street Ejigbo Oshodi/Isolo",3.29183,6.54075,0814-899-4382,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,,,8
52528614,24/18/1/2/2/0040,1121499,RC 1109389,1997-05-05,The Living Spring Hospital & Maternity Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,"49, Alafia Avenue Ejigbo, Oshodi/Isolo",3.33214,6.50367,0704-632-7311,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,2,,13
13579633,24/18/1/2/2/0043,0229,RC0229,2012-06-01,West Care Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,31 Ifoshi Road Pipeline B/s Ejigbo Oshodi Lagos,3.30315,6.54943,0908-497-5996,westcare.hospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,8,1,12,48
64460961,24/18/1/2/2/0001,0104,RC1606,2009-02-05,Adeshina Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,29Daodu Street Oshodi,3.33938,6.55752,0802-322-3039,adeshinahospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,2,1,,8
24805173,24/18/1/1/2/0153,182,,2017-01-03,All Saint Church Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"1, Mabayoje Street Oshodi, Oshodi/Isolo",3.33475,6.55678,0813-746-5548,allsaintsoshodi@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,1,,1,3
71144602,24/18/1/1/2/0013,,,2010-01-10,Ayoradex Health,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.55729,3.88378,,,,,,Operational,Unknown,Unknown,,,,
54863659,24/18/1/1/2/0022,117001,,2008-04-02,Di Imose Convalescent,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"49, Oshodi Road, Oshodi/Isolo",3.34689,6.55639,0802-792-7106,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,2,1,4
13109819,24/18/1/1/2/0028,111385,RC 308466,1994-01-07,Esteem Clinics,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"60, Church Street Oshodi, Oshodi/Isolo",3.34505,6.56106,0803-329-5752,esteemclinics06@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,2,1,9
36348563,24/18/1/1/2/0044,LA/ P/678,LAZ084521,1997-01-05,Grand Progress Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,26 Church Street Bolade Oshodi,3.34517,6.55854,0802-400-3509,asaniafis1@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,5,2,2,8
,,,,,,,,,,,,,,,,,,,,,,,,,,
33263247,24/18/1/2/2/0021,0109,RC 164438,2005-05-01,Longlife Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,22 Owoseni Street Oshodi Lagos,3.34453,6.55834,0703-372-1219,longlifehospital97@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,2,,8
62090227,24/18/1/2/2/0027,0358,RC 245823,2015-04-02,Onelife Hospital Ltd,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"485, Agege Motor Road Bolade Oshodi, Oshodi/Isolo",3.34674,6.56325,0805-519-6293,onelifemedcare@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,8,4,,20
70232011,24/18/1/1/2/0075,0097,,1986-01-01,Oshodi Primary Health Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Center,"4, Ogunlana Street Oshodi Lagos",3.29976,6.54051,0806-926-6050,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,3,,2,9
57943874,24/18/1/1/2/0081,117212,,1992-03-06,Sofine Nursing Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"137, Oshodi Road, Oshodi/Isolo",3.33915,6.55659,0803-304-1582,adokpaomoemevor@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,2,1,4
51293529,24/18/1/1/2/0087,,,2018-01-11,St Joseph Harmony Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.55683,3.88323,,,,,,Operational,Unknown,Unknown,,,,
64623342,24/18/1/1/2/0015,0041,RN118091,2012-02-05,Betmat Maternity Center,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"1, Ademola Saka Close Peace Estate Oke Afa, Oshodi/Isolo",3.32002,6.54058,0909-000-5869,beatriceeigbesa@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,2,,6
42402564,24/18/1/1/2/0016,111/35,RC10083,1983-01-04,Biowu Maternity Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,3.30875,6.54675,0803-579-7692,bakerele8@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,1,,4
19513641,24/18/1/1/2/0095,00174,,2020-01-11,Dauda Ilo Primary Heatlh Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,,Dauda Ilo Street Off Magistrate Court Oshodi Lagos,3.30768,6.55623,0802-660-4742,matronbabawale@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HOURS,Operational,Registered,Licensed,,,,3
