facility_uid,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,physical_location,longitude,latitude,phone_number,operation_days,registration_status,license_status
17915995,1992-01-15,SURGICAL ASSOCIATE CLINIC,Lagos,Surulere,Private,For Profit,Secondary,,3.36219,6.51251,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
25927049,2021-01-23,THE AMERICAN HOSPITAL,Lagos,Surulere,Public,Local Government,Primary,,3.3487,6.50982,0090-129-4032,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71504883,1999-05-07,TOKI MEDICAL CENTRE,Lagos,Surulere,Private,For Profit,Secondary,16 SABIU AJOSE STREET SURULERE,3.35803,6.4911,0803-303-2409,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
21900945,1995-12-06,OVANSA HOSPITAL,Lagos,Surulere,Private,For Profit,Primary,24 OREMEJI STREET IJESHA,3.32746,6.49598,0802-300-6899,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
53088456,1996-01-05,ST LUKE MEDICAL CENTER,Lagos,Surulere,Private,For Profit,Secondary,"11 ALHAJI KEWULERE STREET,IJESHA SURULERE",3.33475,6.49798,0803-347-5481,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
14317374,2001-11-04,UWEMEDIMO HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,"5 IMAM THANNI STREET,IJESHATEDO SURULERE",3.326477051,6.496704101,0809-632-7807,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
31436543,2019-01-01,AIRWAYS PRIMARY HEALTH CENTRE,Lagos,Surulere,Public,Local Government,Primary,,,,0805-835-5035,"Monday,Tuesday,Wednesday,Thursday,Friday",Not Applicable,Not Applicable
50844036,2023-01-13,SIMEON  HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,,3.33331,6.48864,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
20518644,2002-01-15,ST MULUMBA HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,,3.34735,6.5119,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,
60092296,2001-01-20,KALON CLINIC,Lagos,Surulere,Private,For Profit,Primary,,3.219425,6.304417,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
80797963,1997-05-07,OLA-IYA MEMORIAL HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,29 AKINHANMI STREET SURULERE,3.36179,6.51687,0803-852-9480,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
17482399,1987-01-02,SAINT CHARLES HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,"3,OSHIKALU CLOSE SURULERE",3.35633,6.51027,0803-308-6806,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
16058841,2023-01-23,ST CLAIRE SPECIALIST HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Unknown,Unknown
40999190,1987-03-02,FIRST FAITH MEDICAL CENTRE,Lagos,Surulere,Private,For Profit,Secondary,"26 KEKEREKUN STREET, BAALE ORILE SURULERE",3.333679199,6.479675293,0802-714-6346,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
81226398,1992-02-05,AB SPECIALIST HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,87 RANDLE AVENUE SURULERE,3.35707,6.50707,0802-318-3747,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30399328,1998-01-10,QUALITY MEDICARE,Lagos,Surulere,Private,For Profit,Secondary,,3.35571,6.51254,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,
14770664,2002-09-02,SERENITY HOSPITAL AND REMILEKU MEMORIAL HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,29 ITIRE ROAD LAWASON SURULERE,3.33567,6.51222,0803-075-4976,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51073934,2006-01-02,SIKEOYE HOPE CLINIC,Lagos,Surulere,Private,For Profit,Secondary,"79,KARIMU STREET,SURULERE",3.358866227,6.508477003,0803-389-9431,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64214658,1998-04-04,ANGEL HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,20 ECWA ROAD CHURCH COKER AGUDA,3.334472656,6.47668457,0802-379-6804,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
48989742,2022-01-17,CONTEMPORARY DENTAL CLINIC,Lagos,Surulere,Private,For Profit,Primary,,3.3507,6.4887,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
18472912,2001-04-11,HIS GLORY HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,59 COKER ROAD COKER VILAGE ORILE IGANMU SURULERE,3.33243,6.47632,0703-622-9065,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
24140020,1999-06-09,PECULIAR CLINIC,Lagos,Surulere,Private,For Profit,Secondary,62 COKER ROAD SURULERE,3.33244,6.47666,0818-448-7884,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
68793690,1999-02-02,PECULIAR HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,62 COKER ROAD ORILE IGANMU SURULERE,3.33244,6.47647,0807-194-1074,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
26468623,1997-01-01,OPTIMAL SPECIALIST HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,"9 GBAJA STREET,SURULERE",3.35983,6.505384,0802-302-0752,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
28443483,2000-06-04,AVON MEDICAL PRACTICE LIMITED,Lagos,Surulere,Private,For Profit,Secondary,8 ADEMOLA OJOMO CLOSE OFF BODE THOMAS,3.35179,6.49011,0708-382-4075,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
80657363,2015-02-02,IPONRI PRIMARY HEALTH CENTRE,Lagos,Surulere,Public,Local Government,Primary,46 IPONRI HOUSING ESTATE SURULERE,3.36123,6.4852,0802-561-4065,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
55050813,1998-04-03,LIFE LINK CLINIC,Lagos,Surulere,Private,For Profit,Secondary,1 AMOSU STREET OFF BODETHOMAS SURULERE,3.35111,6.48807,0802-314-9190,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
62931356,1996-02-06,BEE HIVE CONVALESCENT HOME,Lagos,Surulere,Private,For Profit,Primary,62 ADETOLA STREET IJESHATEDO,3.3373,6.49071,0806-037-0616,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60429151,1995-05-07,HEALTHY LIVING SPECIALIST HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,100 ADETOLA STREET AGUDA,3.3622,6.48844,0803-400-1657,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
78701837,1990-05-04,MEZONEL HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,"22 ADEFOWOPE STREET, AGUDA SURULERE.",3.34004,6.49543,0803-919-8719,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
73001933,2005-10-05,NEW COVENANT HOSPITAL AND MATERNITY,Lagos,Surulere,Private,For Profit,Secondary,1 ADETOLA STREET OFF ENITAN SURULERE,3.339477539,6.495910645,0803-303-2548,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
84330882,2004-03-04,SS SIMEON GALDINUS MEDICAL CENTRE,Lagos,Surulere,Private,For Profit,Secondary,"83 SANYA STREET,SURULERE",3.331675401,6.487069441,0817-965-1622,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
81111818,1997-09-06,ALEXANDER HOSPITAL,Lagos,Surulere,Private,For Profit,Primary,25 ELOSEH STREET AGUDA,3.34322,6.49891,0803-335-5823,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30764505,1993-08-10,OLANIBA MEMORIAL SPECIALIST HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,10A OLATUNDE ONIMOLE STREET AGUDA SURULERE,3.346923828,6.492675782,0803-324-1852,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44087756,1999-12-12,OUR LADY OF FATIMO CLINIC,Lagos,Surulere,Private,For Profit,Secondary,2 ADETAYO SODE STR,3.344909668,6.495117187,0803-810-8592,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
32275751,1990-01-10,PF MEDICAL CENTRE,Lagos,Surulere,Private,For Profit,Secondary,,3.28709,6.45576,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51836609,1992-02-05,ANJORIN PRIMARY HEATLH CENTRE,Lagos,Surulere,Public,Local Government,Primary,10/12 ANJORIN STREET SURULERE,3.34632,6.51063,0802-345-0035,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
84113737,2021-01-23,DE-MATT CLINIC,Lagos,Surulere,Public,Local Government,Secondary,JUBRIL MARTINS STREET SURULERE,3.3487,6.50982,0080-382-9948,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Not Applicable,Not Applicable
12426741,2020-01-11,FOGAS CLINICS,Lagos,Surulere,Private,For Profit,Primary,13 ANJORIN STREET SURULERE,3.346175781,6.510980612,0812-098-9990,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
18733306,2020-01-11,LINDABEL MEDICAL CENTRE,Lagos,Surulere,Private,For Profit,Secondary,2 ADEBISI STREET OFF JUBRIL MARTINS,3.35111,6.48807,0803-337-7787,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51841021,2018-01-12,MARIGOLD HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,12/14 ADENIYI ADEFUYE STREET SURULERE,3.34703,6.50191,0811-355-2222,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
59666083,1994-02-09,RAHEEM MEMORIAL CLINIC,Lagos,Surulere,Private,For Profit,Secondary,32 OLATILEWA STREET LAWANSON,3.34758,6.50864,0706-089-4899,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
34740569,2005-04-11,ROYAL PINNACLE CLINIC,Lagos,Surulere,Private,For Profit,Secondary,38 COLE STREET ITIRE,3.344482422,6.508483886,0802-340-6839,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
62626162,1997-03-05,AGUDA HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,30 ENITAN STREET.OPPOSITE CON OIL FILLING STATION  OFF ADETOLA COKER AGUDA SURULERE,3.33807373,6.48828125,0909-756-1052,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
56048382,2001-02-05,FAJIP HOSPITAL (ANNEX),Lagos,Surulere,Private,For Profit,Primary,"43 AGBOYIN STREET,SURULERE",3.34493,6.49747,0803-718-4496,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
31807676,2002-02-08,BIMTOM HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,"205 IJESHA ROAD ITIRE-IKATE, SURULERE",3.32736,6.49933,0803-333-6763,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44999392,1988-05-07,PRIMUS HOSPITAL LIMITED,Lagos,Surulere,Private,For Profit,Secondary,"272 IJESHA ROAD,SURULERE",3.32568,6.49455,0807-412-3194,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82643396,1997-07-09,CARING TRUST MEDICAL CLINIC,Lagos,Surulere,Private,For Profit,Secondary,59 JUBRILLA STREET ITIRE,3.336303711,6.499877929,0802-322-2406,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
41173054,1989-01-01,FUNTO HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,141 IJESHA ROAD ITIRE-IKATE SURULERE,3.33102,6.50281,0803-335-0343,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30052693,1987-03-02,FIRST FAITH MEDICAL CENTRE (SURULERE),Lagos,Surulere,Private,For Profit,Secondary,5 KARIMU STREET COKER ORILE,3.3337,6.47975,0708-436-6576,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
42878413,2002-05-05,HIS MERCY HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,"17 ADEYEMI STREET,ORILE",3.340698243,6.478881836,0803-475-2080,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
75075828,2013-03-04,NIEZ MATERNITY CLINIC,Lagos,Surulere,Private,For Profit,Primary,2 OBANTA STREET ORILE SURULERE,3.339904785,6.482727051,0803-049-0654,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30841892,2031-10-12,ORILE PRIMARY HEALTH CENTRE,Lagos,Surulere,Public,Local Government,Primary,"10,KADIRI STREET  ORILE IGUNMU LAGOS",3.33614,6.48051,0803-622-6419,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
25950859,2022-01-16,SMAC  HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,,3.33181,6.47251,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
45810437,2013-07-03,STAR CLINIC,Lagos,Surulere,Private,For Profit,Primary,5 OREMEJI STREET ITIRE,3.34018,6.51052,0803-532-4165,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
46124085,1999-01-05,BARUWA PRIMARY HEALTH CENTRE (SURULERE),Lagos,Surulere,Public,Local Government,Primary,13-19 BARUWA STREET ITIRE-IKATE SURULERE,3.33262,6.50078,0708-644-2526,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
26485450,1994-01-11,HIS STRIPES SPECIALIST HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,19 SAVAGE STREET,3.343837804,6.480275181,0803-722-0993,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43260684,2015-03-09,BOOTS SPECIALIST HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,47 JAMES ROBERSON STREET SURULERE,3.35423,6.50187,0808-078-4937,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
76033418,1990-02-11,ISIOMA HOSPITAL,Lagos,Surulere,Private,For Profit,Secondary,28 MOLUSI AVENUE,3.346130371,6.50769043,0802-313-1339,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51951895,1987-12-01,ADU MEDICAL CLINIC,Lagos,Agege,Private,For Profit,Primary,"NO 23,AGUNBIADE STREET OKE KOTO AGEGE",3.31993,6.62493,0802-774-4780,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30605129,2004-01-01,HABIBAT MEMORIAL CONVALESCENT HOME,Lagos,Agege,Private,For Profit,Primary,"NO 5,AYENI STREET ALFA NLA AGEGE",3.30455,6.6343,0803-404-7406,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
30710800,1989-09-03,MAY-FAIR MEDICAL CENTRE,Lagos,Agege,Private,For Profit,Primary,NO30/32 ADENLE ST AWORI ONIWAYA AGEGE,3.31878,6.62287,0802-330-6711,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
21456488,2017-01-11,BOLASAD HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO 26, DOPEMU ROAD AGEGE LAGOS",3.31288,6.62236,0803-401-3522,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
72877733,2003-08-03,DOPEMU PRIMARY HEALTH CENTRE,Lagos,Agege,Public,Local Government,Primary,"NO6,AIYEGBEMI STREET",3.31394,6.61193,0802-309-0754,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
81233574,2013-01-01,GLORIOUS FAVOUR NURSING HOME,Lagos,Agege,Private,For Profit,Primary,"NO17,KADRI STREET OFF ONIWAYA ROAD AGEGE",3.31763,6.61494,0803-568-5403,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
86530408,1991-02-03,HAMFAR HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO3,DOPEMU ROAD OPP SWPHA PHARM ROUNDABOUT LAGOST",3.31067,6.61014,0703-760-7624,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
38579933,2015-01-02,KEEB IDEAL SURGICAL CLINIC,Lagos,Agege,Private,For Profit,Primary,"NO2,ADEBISI AWOSOGA STREET DOPEMU AGEGE",3.33097,6.61771,0703-420-3506,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
80710017,2017-01-01,KRISOPATH HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO 64, SURULERE STREET ,DOPEMU AGEGE",3.31236,6.61194,0703-037-0167,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
63533294,1998-12-12,MOBONOKE HOSPITAL AND MATERNTY HOME,Lagos,Agege,Private,For Profit,Primary,"NO 33,SURULERE STREET ,BAALE B/STOP DOPEMU",3.31416,6.61294,0806-015-4111,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
68217197,1995-02-01,PROMISE MEDICAL CENTRE,Lagos,Agege,Private,For Profit,Primary,"NO132,DOPEMU ROAD DOPEMU LAGOS",3.31011,6.61544,0803-303-3281,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
31895196,2016-02-06,SIKIRATULLAH MEDICAL CLINIC,Lagos,Agege,Private,For Profit,Primary,"NO8,ENILOBO STREET DOPEMU",3.31011,6.61255,0814-375-6336,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82680028,1989-01-01,BETA HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO 9/11, COKER STREET ,ORILE AGEGE LAGOS",3.30871,6.62664,0803-310-5494,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
15800007,2023-02-14,CLAUDIA IBIJOKE SANWO OLU PRIMARY HEALTH CENTRE,Lagos,Agege,Public,Local Government,Primary,"OMOTOYE LANE, OMOTOYE ESTATE ORILE AGEGE",3.30747,6.62712,0802-331-3889,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
49296852,1996-01-01,COUNTRY HOME CLINIC,Lagos,Agege,Private,For Profit,Primary,"NO19,OLD OTTA ROAD AGEGE",3.30925,6.63049,0802-337-0282,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
56016246,2001-11-03,HAPPY HOME CLINIC,Lagos,Agege,Private,For Profit,Primary,"NO 15,FISHER STREET AGEGE LAGOS",3.3198,6.60945,0803-429-2899,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71663984,1989-02-02,OMOTOYE HOSPITAL,Lagos,Agege,Private,For Profit,Primary,23/24 OMOTOYE ESTATE LAGOS,3.30757,6.62801,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Unknown,Unknown
25366892,1980-01-01,ILORO PRIMARY HEALTH CENTRE,Lagos,Agege,Public,Local Government,Primary,"NO5,OLUFESO STREET ILORO AGEGE",3.32294,6.61131,0802-245-5913,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
55470431,2000-01-01,OLIVE MEDICARE HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO6,GHOLOUS CLOSE DOPEMU",3.31199,6.60892,0803-344-7126,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
47293825,2008-02-04,PRIME HEALTH GATE MEDICARE,Lagos,Agege,Private,For Profit,Primary,"NO 9, CAPITOL ROAD AGEGE",3.32698,6.61432,0802-313-9027,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
39041091,2020-05-31,SEKEENAH HOSPITAL,Lagos,Agege,Private,For Profit,Primary,3 OLAOSHE CLOSE OFF SEBIOTIMO STREET AGEGE,3.32787,6.61025,0803-316-2543,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
49985730,1988-12-01,ST SABINA HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO2,IDIMANGORO STREET AGEGE",3.32912,6.61066,0806-726-6793,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
77727175,1992-01-01,ST VICTORIA MATERNITY HOME,Lagos,Agege,Private,For Profit,Primary,"NO 97,CAPITOL ROAD AGEGE LAGOS",3.321107,6.61731,0805-514-1765,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
52675596,2020-01-05,GREENWOOD HOSPITAL,Lagos,Agege,Private,For Profit,Secondary,"1, ODUNLAMI ST, OFF OSHINDEHIN, AGEGE",3.33557,6.62063,0903-770-1097,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
58886840,2011-01-01,J.A LASHMAN HOSPITAL,Lagos,Agege,Private,For Profit,Secondary,"NO10,ADEOSUN STREET AGEGE",3.33434,6.62206,0814-128-9129,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
54468532,1950-01-01,SANGO PRIMARY HEALTH CENTRE,Lagos,Agege,Public,Local Government,Primary,"NO 1,BALOGUN STREET AGEGE",3.32518,6.62579,0802-316-7734,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
45371375,1994-01-01,"THE APOSTOLIC CHURCH , AGEGE AREA MEDICAL CENTRE",Lagos,Agege,Private,For Profit,Primary,"NO39,IJAIYE ROAD AGEGE",3.3324023,6.6247472,0806-262-5164,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44526288,2015-01-01,KWA KWA UKU PRIMARY HEALTH CENTRE,Lagos,Agege,Public,Local Government,Primary,"NO 3,AKERELE STREET AGEGE",3.32358,6.62098,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
57431672,1992-06-06,ADEOTI  GROUP NURSING HOME,Lagos,Agege,Private,For Profit,Primary,NO 106.IPAJA ROAD SOFUNDE BUS STOP AGEGE,3.31736,6.62489,0802-319-9846,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
28691333,2017-04-07,ADEWUNMI HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO12,OLURINDE STREET AGEGE LAGOS",3.31291,6.62963,0903-264-4728,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
45884600,1983-01-01,ALL SOULS INFIMARY HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO8,CHURCH STREET AGEGE LAGOS",3.32102,6.62816,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60017996,2004-01-11,METHODIST CHURCH CLINIC,Lagos,Agege,Private,For Profit,Primary,"N0 8,ORILE ROAD TABON TABON AGEGE LAGOS",3.3196,6.6314,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
32925525,1987-06-11,OMOYENI HEALTH CLINIC,Lagos,Agege,Private,For Profit,Primary,"NO 18 ADEJOBI STREET OKE KOTO ,AGEGE LAGOS",3.31974,6.6278,8023305954,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
53799971,2012-01-01,TODAY MEDICARE CENTRE,Lagos,Agege,Private,For Profit,Primary,"NO37,OWOLABI OMOTOYE STREET,OFF IYANA IPAJA ORILE AGEGE",3.31207,6.62641,0809-621-8363,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71805659,1992-01-01,OLU-ADEBO HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"N0 96A,OKO OBA ROAD AGEGE",3.31282,6.64022,0802-310-4774,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
59616342,1979-02-01,POWERLINE PRIMARY HEALTH CENTRE,Lagos,Agege,Public,Local Government,Primary,"3,POWERLINE STREET OKO OBA ORILE AGEGE",3.31021,6.63306,0802-837-4034,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
68252201,1999-01-01,RAMBOLA ABIOLA MEMORIAL HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO 4B,POWERLINE STREET AGEGE LAGOS",3.31645,6.63403,0802-314-0168,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
36964560,2011-01-01,SORETIRE PRIMARY HEALTH CARE CENTRE,Lagos,Agege,Public,Local Government,Primary,"N019,AZEEZ OLAOSEBIKAN STREET  AGEGE LAGOS",3.30656,6.63638,0802-882-3230,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82683771,2021-01-01,ST GLORIOUS FAVOUR HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"1,ADAMO KABIAWU STREET, ORILE AGEGE",3.30535,6.63459,0803-568-5403,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82621925,2009-01-01,TOBI CONVALESCENT HOME,Lagos,Agege,Private,For Profit,Primary,"NO23,BADE ABIONA STREET,ORILE AGEGE LAGOS",3.31303,6.63063,0803-474-0169,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
40663925,1999-12-02,BIOBATAM HOSPITAL,Lagos,Agege,Private,For Profit,Primary,"NO 53, TIJANI STREET IYANA IPAJA AGEGE LAGOS",3.30488,6.62064,0802-333-2993,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
63899727,2003-01-01,DIVINE FAVOUR MATERNITY HOME,Lagos,Agege,Private,For Profit,Primary,"NO27,KAREEMOYELADE STREETOYEWOLE AGEGE",3.30717,6.61969,0806-125-7374,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
40580114,2011-08-07,ODUNBAKU PRIMARY HEALTH CENTRE,Lagos,Agege,Public,Local Government,Primary,"NO36,OPEOLU STREET ,MULERO BUSTOP ORILE AGEGE",3.30799,6.62285,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
